Action,TimeSpent(s)
RETURN_ARM,0.0000
RETURN_ARM,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0010
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
RELEASE_CAN,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
RELEASE_CAN,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0010
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
RETURN_ARM,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
DETECT_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
GRASP_CAN,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
